Valor,m² construcción,Cuartos,Baños,Estacionamientos,Ubicación
"$15,800,000",400,3,3,2,"Álvaro Obregón, Ciudad de México"
"$16,000,000",338,3,2,3,"Cuajimalpa de Morelos, Ciudad de México"
"$12,000,000",498,4,4,4,"Naucalpan de Juárez, Ciudad de México"
"$18,950,000",500,3,4,3,"Álvaro Obregón, Ciudad de México"
"$14,000,000",320,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$15,136,875",435,3,3,3,"Álvaro Obregón, Ciudad de México"
"$9,900,000",328,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$6,200,000",311,4,4,4,"Xochimilco, Ciudad de México"
"$22,275,000",357,3,3,4,"Álvaro Obregón, Ciudad de México"
"$11,500,000",450,5,5,8,"Tlalpan, Ciudad de México"
"$41,000,000",456,3,3,3,"Huixquilucan, Ciudad de México"
"$21,500,000",446,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$28,000,000",460,4,3,5,"Cuajimalpa de Morelos, Ciudad de México"
"$33,150,000",570,3,4,4,"Miguel Hidalgo, Ciudad de México"
"$28,000,000",520,3,4,4,"Miguel Hidalgo, Ciudad de México"
"$42,000,000",700,4,5,6,"Huixquilucan, Ciudad de México"
"$13,000,000",350,3,3,3,"Coyoacán, Ciudad de México"
"$29,000,000",360,3,3,6,"Álvaro Obregón, Ciudad de México"
"$24,950,000",575,4,4,5,"Cuajimalpa de Morelos, Ciudad de México"
"$11,500,000",320,3,3,3,"Huixquilucan, Ciudad de México"
"$14,000,000",310,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$11,000,000",318,3,3,3,"Huixquilucan, Ciudad de México"
"$41,000,000",455,4,4,6,"Cuajimalpa de Morelos, Ciudad de México"
"$16,000,000",320,5,5,3,"Miguel Hidalgo, Ciudad de México"
"$23,000,000",680,3,3,3,"Álvaro Obregón, Ciudad de México"
"$25,000,000",375,3,3,4,"Álvaro Obregón, Ciudad de México"
"$41,000,000",363,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$14,175,000",352,2,3,4,"Huixquilucan, Ciudad de México"
"$23,600,000",308,3,4,2,"Huixquilucan, Ciudad de México"
"$14,000,000",340,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$24,500,000",475,4,5,4,"Miguel Hidalgo, Ciudad de México"
"$15,699,000",362,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$20,000,000",580,4,4,3,"Huixquilucan, Ciudad de México"
"$14,000,000",330,3,3,3,"Huixquilucan, Ciudad de México"
"$10,500,000",304,3,4,3,"Huixquilucan, Ciudad de México"
"$11,500,000",320,3,3,3,"Huixquilucan, Ciudad de México"
"$20,475,000",455,3,3,3,"Huixquilucan, Ciudad de México"
"$35,000,000",440,3,4,6,"Miguel Hidalgo, Ciudad de México"
"$20,300,000",500,4,4,4,"Huixquilucan, Ciudad de México"
"$30,500,000",450,3,3,4,"Huixquilucan, Ciudad de México"
"$36,000,000",499,3,3,5,"Huixquilucan, Ciudad de México"
"$21,900,000",447,3,3,4,"Huixquilucan, Ciudad de México"
"$31,000,000",387,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$14,950,000",530,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$35,000,000",663,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$29,999,000",548,3,3,7,"Huixquilucan, Ciudad de México"
"$10,999,000",331,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$13,000,000",460,3,3,3,"Huixquilucan, Ciudad de México"
"$24,000,000",458,3,3,3,"Huixquilucan, Ciudad de México"
"$21,000,000",423,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$23,000,000",590,4,4,4,"Naucalpan de Juárez, Ciudad de México"
"$22,000,000",462,3,3,4,"Huixquilucan, Ciudad de México"
"$21,000,000",450,3,3,4,"Huixquilucan, Ciudad de México"
"$14,890,000",500,4,4,4,"Naucalpan de Juárez, Ciudad de México"
"$17,850,000",357,3,4,3,"Huixquilucan, Ciudad de México"
"$18,200,000",385,4,3,3,"Huixquilucan, Ciudad de México"
"$24,000,000",458,4,4,4,"Huixquilucan, Ciudad de México"
"$16,000,000",324,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$18,300,000",430,3,4,8,"Miguel Hidalgo, Ciudad de México"
"$22,000,000",340,3,3,3,"Huixquilucan, Ciudad de México"
"$14,800,000",520,4,5,4,"Huixquilucan, Ciudad de México"
"$24,900,000",445,3,4,4,"Huixquilucan, Ciudad de México"
"$15,000,000",467,3,3,5,"Huixquilucan, Ciudad de México"
"$23,990,000",570,3,3,6,"Huixquilucan, Ciudad de México"
"$21,460,000",369,3,3,4,"Huixquilucan, Ciudad de México"
"$24,990,000",320,3,3,3,"Huixquilucan, Ciudad de México"
"$13,500,000",330,2,2,3,"Huixquilucan, Ciudad de México"
"$10,500,000",305,3,3,2,"Huixquilucan, Ciudad de México"
"$37,100,000",499,3,3,4,"Huixquilucan, Ciudad de México"
"$11,490,000",310,3,2,3,"Huixquilucan, Ciudad de México"
"$28,000,000",646,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$17,500,000",353,3,3,4,"Huixquilucan, Ciudad de México"
"$29,500,000",440,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$23,500,000",388,3,3,3,"Huixquilucan, Ciudad de México"
"$17,000,000",430,3,3,3,"Huixquilucan, Ciudad de México"
"$32,000,000",300,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$21,730,000",471,3,3,4,"Huixquilucan, Ciudad de México"
"$32,000,000",500,3,3,8,"Cuajimalpa de Morelos, Ciudad de México"
"$19,000,000",500,4,4,6,"Huixquilucan, Ciudad de México"
"$26,280,000",438,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$35,000,000",400,4,4,3,"Miguel Hidalgo, Ciudad de México"
"$30,000,000",445,2,3,3,"Miguel Hidalgo, Ciudad de México"
"$10,500,000",300,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$15,000,000",450,3,3,4,"Huixquilucan, Ciudad de México"
"$24,000,000",458,3,3,4,"Huixquilucan, Ciudad de México"
"$15,500,000",378,3,3,3,"Huixquilucan, Ciudad de México"
"$38,000,000",526,3,3,5,"Huixquilucan, Ciudad de México"
"$15,000,000",490,4,5,4,"Huixquilucan, Ciudad de México"
"$16,600,000",430,3,4,3,"Huixquilucan, Ciudad de México"
"$16,500,000",314,3,3,4,"Huixquilucan, Ciudad de México"
"$14,000,000",350,3,4,3,"Huixquilucan, Ciudad de México"
"$13,500,000",330,2,2,3,"Huixquilucan, Ciudad de México"
"$17,300,000",302,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$21,349,000",368,3,3,3,"Huixquilucan, Ciudad de México"
"$25,711,000",405,3,3,4,"Huixquilucan, Ciudad de México"
"$21,000,000",400,3,3,4,"Huixquilucan, Ciudad de México"
"$21,500,000",340,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$27,000,000",516,3,4,4,"Cuajimalpa de Morelos, Ciudad de México"
"$24,990,000",320,3,3,3,"Huixquilucan, Ciudad de México"
"$14,500,000",327,3,3,3,"Huixquilucan, Ciudad de México"
"$25,000,000",313,2,3,4,"Álvaro Obregón, Ciudad de México"
"$27,000,000",516,3,4,4,"Cuajimalpa de Morelos, Ciudad de México"
"$47,998,898",720,4,4,5,"Cuajimalpa de Morelos, Ciudad de México"
"$27,500,000",420,4,3,3,"Huixquilucan, Ciudad de México"
"$23,924,817",457,3,3,4,"Huixquilucan, Ciudad de México"
"$40,000,000",395,4,3,4,"Miguel Hidalgo, Ciudad de México"
"$18,500,000",460,3,3,2,"Huixquilucan, Ciudad de México"
"$15,750,000",473,4,4,4,"Naucalpan de Juárez, Ciudad de México"
"$26,500,000",460,3,3,4,"Huixquilucan, Ciudad de México"
"$13,899,000",371,3,3,3,"Huixquilucan, Ciudad de México"
"$21,500,000",330,3,4,5,"Cuajimalpa de Morelos, Ciudad de México"
"$28,000,000",523,4,4,4,"Huixquilucan, Ciudad de México"
"$18,100,000",315,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$14,500,000",390,3,3,2,"Huixquilucan, Ciudad de México"
"$23,000,000",460,4,3,5,"Cuajimalpa de Morelos, Ciudad de México"
"$33,700,000",691,4,4,4,"Álvaro Obregón, Ciudad de México"
"$22,450,000",350,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$20,800,000",320,3,3,2,"Huixquilucan, Ciudad de México"
"$18,999,000",630,5,5,4,"Huixquilucan, Ciudad de México"
"$16,698,850",300,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$16,500,000",460,3,3,3,"Huixquilucan, Ciudad de México"
"$20,299,990",324,3,2,2,"Cuauhtémoc, Ciudad de México"
"$15,000,000",468,4,4,4,"Huixquilucan, Ciudad de México"
"$28,000,000",320,3,3,4,"Huixquilucan, Ciudad de México"
"$21,570,000",371,3,3,4,"Huixquilucan, Ciudad de México"
"$26,900,000",350,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$19,400,000",400,3,3,4,"Huixquilucan, Ciudad de México"
"$24,000,000",459,3,3,4,"Huixquilucan, Ciudad de México"
"$13,000,000",550,5,5,7,"Xochimilco, Ciudad de México"
"$27,000,000",480,4,4,6,"Álvaro Obregón, Ciudad de México"
"$33,000,000",363,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$28,000,000",337,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$50,000,000",530,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$16,500,000",350,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$21,860,000",488,3,3,3,"Tlalpan, Ciudad de México"
"$36,500,000",751,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$22,900,000",350,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$50,000,000",900,5,5,4,"Miguel Hidalgo, Ciudad de México"
"$19,000,000",375,4,4,3,"Cuajimalpa de Morelos, Ciudad de México"
"$18,100,000",315,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$18,000,000",350,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$23,000,000",300,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$28,432,000",532,4,4,4,"Álvaro Obregón, Ciudad de México"
"$28,000,000",420,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$30,000,000",419,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$19,500,000",313,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$22,000,000",408,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$28,500,000",545,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$23,500,000",453,3,3,4,"Álvaro Obregón, Ciudad de México"
"$14,500,000",304,4,5,3,"Benito Juárez, Ciudad de México"
"$37,000,000",430,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$23,488,419",321,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$24,450,000",462,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$41,000,000",456,4,4,6,"Cuajimalpa de Morelos, Ciudad de México"
"$19,220,700",344,3,2,2,"Álvaro Obregón, Ciudad de México"
"$16,000,000",345,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$17,500,000",370,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$26,550,000",402,4,5,2,"Miguel Hidalgo, Ciudad de México"
"$23,000,000",440,4,5,2,"Gustavo A. Madero, Ciudad de México"
"$24,600,000",665,3,3,5,"Álvaro Obregón, Ciudad de México"
"$24,500,000",450,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$31,200,000",370,3,2,2,"Álvaro Obregón, Ciudad de México"
"$35,000,000",650,4,4,4,"Álvaro Obregón, Ciudad de México"
"$17,000,000",302,3,3,3,"Álvaro Obregón, Ciudad de México"
"$23,000,000",314,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$19,999,000",686,3,3,10,"Iztapalapa, Ciudad de México"
"$159,306,000",2500,4,4,0,"Cuajimalpa de Morelos, Ciudad de México"
"$40,000,000",450,2,2,3,"Miguel Hidalgo, Ciudad de México"
"$12,000,000",540,3,2,4,"Atizapán de Zaragoza, Ciudad de México"
"$14,000,000",310,3,2,0,"Miguel Hidalgo, Ciudad de México"
"$58,692,000",448,4,4,4,"Miguel Hidalgo, Ciudad de México"
"$30,870,500",760,4,4,4,"Huixquilucan, Ciudad de México"
"$58,692,000",800,4,4,6,"Cuajimalpa de Morelos, Ciudad de México"
"$55,000,000",800,6,6,4,"Huixquilucan, Ciudad de México"
"$192,844,000",1150,4,4,4,"Miguel Hidalgo, Ciudad de México"
"$16,500,000",420,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$12,500,000",300,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$14,199,999",317,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$12,500,000",307,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$16,000,000",498,2,2,5,"Huixquilucan, Ciudad de México"
"$16,000,000",420,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$12,800,000",320,3,3,3,"Huixquilucan, Ciudad de México"
"$12,900,000",300,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$16,000,000",381,4,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$11,500,000",300,3,3,3,"Huixquilucan, Ciudad de México"
"$20,000,000",634,4,4,3,"Huixquilucan, Ciudad de México"
"$18,000,000",400,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$14,200,000",333,2,2,4,"Álvaro Obregón, Ciudad de México"
"$11,000,000",320,2,2,2,"Naucalpan de Juárez, Ciudad de México"
"$13,900,000",330,2,3,3,"Huixquilucan, Ciudad de México"
"$10,499,000",320,3,3,2,"Huixquilucan, Ciudad de México"
"$13,900,000",400,3,2,3,"Huixquilucan, Ciudad de México"
"$15,950,000",372,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$18,000,000",380,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$14,900,000",454,4,4,3,"Tlalpan, Ciudad de México"
"$17,500,000",500,5,3,6,"Naucalpan de Juárez, Ciudad de México"
"$12,000,000",310,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$14,500,000",314,3,3,4,"La Magdalena Contreras, Ciudad de México"
"$23,000,000",700,4,4,2,"Huixquilucan, Ciudad de México"
"$18,450,000",480,3,3,4,"Huixquilucan, Ciudad de México"
"$6,100,000",300,3,2,7,"Texcoco, Ciudad de México"
"$10,800,000",336,4,4,2,"Naucalpan de Juárez, Ciudad de México"
"$18,000,000",496,3,3,3,"Huixquilucan, Ciudad de México"
"$10,500,000",411,3,3,7,"Atizapán de Zaragoza, Ciudad de México"
"$18,000,000",312,3,3,5,"Álvaro Obregón, Ciudad de México"
"$9,700,000",350,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$13,500,000",430,3,2,3,"Huixquilucan, Ciudad de México"
"$13,000,000",487,5,7,5,"Naucalpan de Juárez, Ciudad de México"
"$21,000,000",545,4,2,7,"Miguel Hidalgo, Ciudad de México"
"$15,300,000",368,4,3,4,"Álvaro Obregón, Ciudad de México"
"$20,940,000",610,5,5,6,"Tlalpan, Ciudad de México"
"$40,000,000",600,4,4,3,"Naucalpan de Juárez, Ciudad de México"
"$18,000,000",466,3,6,6,"Atizapán de Zaragoza, Ciudad de México"
"$21,900,000",700,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$25,900,000",520,5,5,3,"Miguel Hidalgo, Ciudad de México"
"$14,500,000",382,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$14,500,000",300,3,3,3,"Tlalpan, Ciudad de México"
"$9,500,000",345,3,3,2,"Huixquilucan, Ciudad de México"
"$11,700,000",320,3,3,3,"Huixquilucan, Ciudad de México"
"$11,500,000",318,3,2,3,"Huixquilucan, Ciudad de México"
"$10,800,000",300,2,2,3,"Huixquilucan, Ciudad de México"
"$13,800,000",405,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$13,500,000",506,3,3,2,"Huixquilucan, Ciudad de México"
"$14,900,000",349,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$17,500,000",509,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$6,900,000",300,5,4,2,"Naucalpan de Juárez, Ciudad de México"
"$11,800,000",325,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$13,000,000",300,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$12,500,000",450,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$15,400,000",333,3,3,3,"Álvaro Obregón, Ciudad de México"
"$17,500,000",400,3,6,4,"Huixquilucan, Ciudad de México"
"$17,850,000",506,4,5,3,"Álvaro Obregón, Ciudad de México"
"$10,300,000",300,4,4,1,"Benito Juárez, Ciudad de México"
"$10,980,000",300,3,4,3,"Huixquilucan, Ciudad de México"
"$9,000,000",303,3,3,2,"Huixquilucan, Ciudad de México"
"$13,300,000",360,3,3,3,"Huixquilucan, Ciudad de México"
"$16,500,000",363,3,3,4,"Álvaro Obregón, Ciudad de México"
"$12,500,000",460,3,3,6,"Naucalpan de Juárez, Ciudad de México"
"$14,950,000",432,3,3,4,"La Magdalena Contreras, Ciudad de México"
"$5,600,000",302,4,3,9,"Jilotzingo, Ciudad de México"
"$14,900,000",494,3,4,2,"Coyoacán, Ciudad de México"
"$15,000,000",562,4,5,3,"Tlalpan, Ciudad de México"
"$36,500,000",525,4,4,2,"Miguel Hidalgo, Ciudad de México"
"$12,000,000",375,4,2,4,"Huixquilucan, Ciudad de México"
"$10,850,000",508,4,3,3,"Naucalpan de Juárez, Ciudad de México"
"$10,000,000",396,3,2,2,"La Magdalena Contreras, Ciudad de México"
"$32,700,000",814,7,8,8,"Atizapán de Zaragoza, Ciudad de México"
"$6,800,000",300,4,4,1,"Naucalpan de Juárez, Ciudad de México"
"$21,800,000",561,5,5,4,"Atizapán de Zaragoza, Ciudad de México"
"$11,600,000",310,4,4,4,"Huixquilucan, Ciudad de México"
"$14,950,000",499,3,3,4,"Huixquilucan, Ciudad de México"
"$17,000,000",360,3,3,4,"Huixquilucan, Ciudad de México"
"$12,950,000",476,3,5,3,"Naucalpan de Juárez, Ciudad de México"
"$21,000,000",540,4,4,7,"Cuajimalpa de Morelos, Ciudad de México"
"$29,200,000",490,4,4,6,"Álvaro Obregón, Ciudad de México"
"$13,000,000",365,4,2,2,"Álvaro Obregón, Ciudad de México"
"$11,000,000",390,3,2,2,"Huixquilucan, Ciudad de México"
"$19,890,000",1150,5,4,8,"Atizapán de Zaragoza, Ciudad de México"
"$20,000,000",900,4,4,5,"Coyoacán, Ciudad de México"
"$6,300,000",324,4,4,3,"Cuautitlán Izcalli, Ciudad de México"
"$21,500,000",560,4,4,3,"Álvaro Obregón, Ciudad de México"
"$40,000,000",660,3,3,6,"Miguel Hidalgo, Ciudad de México"
"$48,000,000",565,5,3,8,"Benito Juárez, Ciudad de México"
"$50,000,000",720,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$12,500,000",500,3,3,7,"Tlalpan, Ciudad de México"
"$33,500,000",330,4,3,4,"Miguel Hidalgo, Ciudad de México"
"$16,500,000",540,3,3,3,"Tlalpan, Ciudad de México"
"$22,900,000",746,3,3,5,"Benito Juárez, Ciudad de México"
"$21,500,000",625,4,4,3,"Álvaro Obregón, Ciudad de México"
"$10,600,000",390,4,3,2,"Huixquilucan, Ciudad de México"
"$16,450,000",350,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$59,000,000",890,4,3,20,"Álvaro Obregón, Ciudad de México"
"$19,800,000",538,4,4,4,"Huixquilucan, Ciudad de México"
"$8,590,000",330,3,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$15,950,000",500,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$13,900,000",348,6,2,3,"Benito Juárez, Ciudad de México"
"$10,500,000",300,3,4,2,"Álvaro Obregón, Ciudad de México"
"$10,600,000",300,3,4,3,"Huixquilucan, Ciudad de México"
"$13,490,000",436,4,3,4,"Coyoacán, Ciudad de México"
"$14,890,000",315,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$7,250,000",384,4,4,4,"Naucalpan de Juárez, Ciudad de México"
"$10,980,000",304,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$14,850,000",365,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$11,000,000",318,3,3,2,"Huixquilucan, Ciudad de México"
"$13,500,000",350,3,3,4,"Huixquilucan, Ciudad de México"
"$16,000,000",520,5,5,5,"Huixquilucan, Ciudad de México"
"$18,000,000",400,4,5,4,"Huixquilucan, Ciudad de México"
"$10,500,000",320,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$11,900,000",391,4,3,3,"Naucalpan de Juárez, Ciudad de México"
"$11,500,000",350,5,4,4,"Huixquilucan, Ciudad de México"
"$14,500,000",390,3,3,3,"Huixquilucan, Ciudad de México"
"$12,500,000",325,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$13,300,000",360,3,3,3,"Huixquilucan, Ciudad de México"
"$8,200,000",320,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$12,900,000",300,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$16,000,000",497,2,2,5,"Huixquilucan, Ciudad de México"
"$18,500,000",570,4,3,4,"La Magdalena Contreras, Ciudad de México"
"$8,590,000",330,3,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$14,500,000",368,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$7,800,000",350,3,2,3,"Tlalpan, Ciudad de México"
"$12,500,000",350,3,3,6,"Álvaro Obregón, Ciudad de México"
"$11,000,000",350,3,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$6,000,000",300,5,4,4,"Tlalpan, Ciudad de México"
"$23,000,000",428,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$9,500,000",342,4,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$8,900,000",655,2,3,8,"Tecámac, Ciudad de México"
"$21,000,000",547,4,4,6,"Atizapán de Zaragoza, Ciudad de México"
"$40,750,000",594,5,3,2,"Álvaro Obregón, Ciudad de México"
"$35,000,000",1000,5,4,5,"Coyoacán, Ciudad de México"
"$22,500,000",511,3,4,2,"Huixquilucan, Ciudad de México"
"$20,800,000",400,3,3,4,"Álvaro Obregón, Ciudad de México"
"$13,500,000",430,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$22,600,000",644,4,5,4,"Atizapán de Zaragoza, Ciudad de México"
"$20,000,000",708,4,6,6,"Huixquilucan, Ciudad de México"
"$8,950,000",410,3,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$21,000,000",450,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$19,990,000",693,4,4,2,"Huixquilucan, Ciudad de México"
"$39,000,000",1002,3,3,6,"Atizapán de Zaragoza, Ciudad de México"
"$31,600,000",655,3,3,4,"Álvaro Obregón, Ciudad de México"
"$18,200,000",622,5,4,7,"La Magdalena Contreras, Ciudad de México"
"$23,000,000",518,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$29,900,000",320,4,3,2,"Cuauhtémoc, Ciudad de México"
"$44,000,000",420,8,7,0,"Cuauhtémoc, Ciudad de México"
"$13,900,000",318,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$15,000,000",365,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$82,168,000",430,3,4,4,"Miguel Hidalgo, Ciudad de México"
"$22,900,000",561,3,3,6,"Miguel Hidalgo, Ciudad de México"
"$82,000,000",615,4,4,4,"Cuajimalpa de Morelos, Ciudad de México"
"$39,000,000",551,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$22,000,000",301,3,3,3,"Huixquilucan, Ciudad de México"
"$12,000,000",420,5,3,2,"Álvaro Obregón, Ciudad de México"
"$13,650,000",543,4,5,4,"Atizapán de Zaragoza, Ciudad de México"
"$16,800,000",560,3,3,3,"Álvaro Obregón, Ciudad de México"
"$16,900,000",340,3,3,1,"Cuauhtémoc, Ciudad de México"
"$10,200,000",384,4,4,2,"Huixquilucan, Ciudad de México"
"$8,200,000",360,4,3,3,"Naucalpan de Juárez, Ciudad de México"
"$10,500,000",390,3,3,4,"Huixquilucan, Ciudad de México"
"$6,800,000",350,4,3,3,"Tlalpan, Ciudad de México"
"$16,000,000",460,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$11,800,000",400,2,3,3,"Huixquilucan, Ciudad de México"
"$13,500,000",757,4,5,4,"Naucalpan de Juárez, Ciudad de México"
"$8,990,000",347,4,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$10,200,000",360,7,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$6,537,000",325,4,1,3,"Coyoacán, Ciudad de México"
"$9,800,000",325,3,3,2,"Huixquilucan, Ciudad de México"
"$38,000,000",387,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$35,000,000",596,3,5,3,"Miguel Hidalgo, Ciudad de México"
"$15,490,000",305,3,3,3,"Álvaro Obregón, Ciudad de México"
"$21,000,000",370,3,3,5,"Cuajimalpa de Morelos, Ciudad de México"
"$13,000,000",352,2,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$45,000,000",505,3,3,6,"Álvaro Obregón, Ciudad de México"
"$25,154,000",395,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$14,200,000",330,2,2,3,"Álvaro Obregón, Ciudad de México"
"$19,000,000",430,3,3,4,"Huixquilucan, Ciudad de México"
"$6,500,000",304,3,4,3,"Naucalpan de Juárez, Ciudad de México"
"$7,500,000",300,3,3,2,"Gustavo A. Madero, Ciudad de México"
"$18,000,000",480,4,4,5,"Álvaro Obregón, Ciudad de México"
"$17,500,000",495,3,3,4,"La Magdalena Contreras, Ciudad de México"
"$19,000,007",490,3,3,3,"Huixquilucan, Ciudad de México"
"$10,950,000",315,3,2,2,"Álvaro Obregón, Ciudad de México"
"$9,980,000",360,3,4,3,"Álvaro Obregón, Ciudad de México"
"$16,000,000",533,4,4,2,"Álvaro Obregón, Ciudad de México"
"$17,800,000",540,4,4,2,"Tlalpan, Ciudad de México"
"$16,000,000",479,4,5,2,"Huixquilucan, Ciudad de México"
"$8,500,000",316,5,4,0,"Naucalpan de Juárez, Ciudad de México"
"$13,200,000",392,3,2,1,"Álvaro Obregón, Ciudad de México"
"$12,500,000",309,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$14,500,000",378,3,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$24,000,000",642,4,4,7,"La Magdalena Contreras, Ciudad de México"
"$22,000,000",476,3,4,4,"Álvaro Obregón, Ciudad de México"
"$16,660,000",320,3,4,3,"Benito Juárez, Ciudad de México"
"$33,500,000",790,4,5,8,"Tlalpan, Ciudad de México"
"$15,990,000",453,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$25,950,000",445,3,3,9,"Álvaro Obregón, Ciudad de México"
"$40,000,000",873,4,4,5,"Miguel Hidalgo, Ciudad de México"
"$10,300,000",320,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$14,950,000",313,3,3,5,"Atizapán de Zaragoza, Ciudad de México"
"$27,000,000",625,3,4,6,"Álvaro Obregón, Ciudad de México"
"$34,000,000",668,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$15,650,000",399,1,1,2,"Álvaro Obregón, Ciudad de México"
"$9,100,000",305,3,3,4,"Álvaro Obregón, Ciudad de México"
"$27,320,000",697,5,7,5,"Álvaro Obregón, Ciudad de México"
"$24,405,000",406,3,3,3,"Miguel Hidalgo, Ciudad de México"
